id,t,lwage,exp,exp2,wks,ed
233,1,6.63332,30,900,46,10
233,2,6.71538,31,961,49,10
233,3,6.82979,32,1024,47,10
233,4,6.90776,33,1089,50,10
233,5,7.00307,34,1156,50,10
233,6,7.08255,35,1225,45,10
233,7,7.1309,36,1296,39,10
234,1,6.23245,21,441,39,12
234,2,6.30262,22,484,47,12
234,3,6.34564,23,529,48,12
234,4,6.47235,24,576,48,12
234,5,6.48768,25,625,50,12
234,6,6.71538,26,676,48,12
234,7,6.74524,27,729,47,12
235,1,5.92693,18,324,49,7
235,2,5.95324,19,361,48,7
235,3,6.10925,20,400,46,7
235,4,6.14204,21,441,48,7
235,5,6.17379,22,484,46,7
235,6,6.17379,23,529,40,7
235,7,6.17379,24,576,49,7
236,1,6.90575,7,49,48,17
236,2,6.90575,8,64,49,17
236,3,7.18917,9,81,49,17
236,4,7.19293,10,100,49,17
236,5,7.37776,11,121,48,17
236,6,7.37776,12,144,48,17
236,7,7.48717,13,169,48,17
237,1,6.16331,6,36,36,16
237,2,6.15273,7,49,36,16
237,3,6.3699,8,64,43,16
237,4,6.38012,9,81,36,16
237,5,6.31716,10,100,40,16
237,6,6.57925,11,121,40,16
237,7,6.59304,12,144,36,16
238,1,6.74524,32,1024,52,12
238,2,6.85118,33,1089,50,12
238,3,6.90776,34,1156,52,12
238,4,6.96602,35,1225,50,12
238,5,7.03439,36,1296,50,12
238,6,6.92067,37,1369,48,12
238,7,7.03527,38,1444,48,12
239,1,6.90575,27,729,47,16
239,2,6.90575,28,784,47,16
239,3,7.82405,29,841,47,16
239,4,7.90101,30,900,47,16
239,5,7.67322,31,961,47,16
239,6,8.00637,32,1024,47,16
239,7,8.05516,33,1089,49,16
240,1,6.90575,34,1156,49,12
240,2,6.90575,35,1225,49,12
240,3,7.12367,36,1296,49,12
240,4,7.23921,37,1369,49,12
240,5,7.42357,38,1444,49,12
240,6,7.46737,39,1521,49,12
240,7,7.55747,40,1600,48,12
241,1,6.53814,15,225,50,10
241,2,6.62936,16,256,49,10
241,3,6.72263,17,289,45,10
241,4,6.86485,18,324,43,10
241,5,6.87626,19,361,49,10
241,6,6.75809,20,400,44,10
241,7,6.76964,21,441,38,10
242,1,5.75257,7,49,47,10
242,2,5.75257,8,64,45,10
242,3,5.88053,9,81,46,10
242,4,5.94542,10,100,41,10
242,5,6.03548,11,121,48,10
242,6,6.02587,12,144,45,10
242,7,6.16542,13,169,39,10
243,1,6.90575,9,81,46,12
243,2,6.90575,10,100,43,12
243,3,7.1452,11,121,40,12
243,4,7.22548,12,144,43,12
243,5,7.33302,13,169,50,12
243,6,7.40853,14,196,49,12
243,7,7.34601,15,225,48,12
244,1,6.37161,22,484,42,10
244,2,6.46925,23,529,48,10
244,3,6.56948,24,576,48,10
244,4,6.51175,25,625,43,10
244,5,6.56526,26,676,52,10
244,6,6.64639,27,729,52,10
244,7,6.7334,28,784,52,10
245,1,6.39693,36,1296,48,7
245,2,6.47697,37,1369,44,7
245,3,6.55108,38,1444,45,7
245,4,6.62007,39,1521,50,7
245,5,6.66568,40,1600,50,7
245,6,6.68461,41,1681,50,7
245,7,6.7093,42,1764,40,7
246,1,6.47697,37,1369,50,10
246,2,6.35437,38,1444,26,10
246,3,6.35437,39,1521,24,10
246,4,6.50728,40,1600,39,10
246,5,6.59715,41,1681,51,10
246,6,6.66313,42,1764,44,10
246,7,6.62007,43,1849,46,10
247,1,5.43808,9,81,50,7
247,2,5.56068,10,100,44,7
247,3,5.57973,11,121,50,7
247,4,5.73657,12,144,50,7
247,5,5.76832,13,169,50,7
247,6,5.81413,14,196,50,7
247,7,6.04025,15,225,49,7
248,1,5.7462,10,100,49,11
248,2,5.73657,11,121,50,11
248,3,5.4161,12,144,42,11
248,4,5.46383,13,169,51,11
248,5,6.21461,14,196,52,11
248,6,5.85793,15,225,50,11
248,7,6.21461,16,256,47,11
249,1,6.62007,30,900,49,16
249,2,6.55108,31,961,48,16
249,3,6.74524,32,1024,48,16
249,4,6.80239,33,1089,47,16
249,5,6.95655,34,1156,48,16
249,6,7.02554,35,1225,47,16
249,7,7.00307,36,1296,48,16
250,1,6.05678,18,324,48,10
250,2,6.10925,19,361,47,10
250,3,6.18415,20,400,48,10
250,4,6.28413,21,441,48,10
250,5,6.39693,22,484,48,10
250,6,6.51471,23,529,48,10
250,7,6.57508,24,576,48,10
251,1,5.8861,6,36,50,16
251,2,6.21461,7,49,49,16
251,3,6.44572,8,64,49,16
251,4,6.39693,9,81,50,16
251,5,6.65673,10,100,49,16
251,6,6.62007,11,121,50,16
251,7,6.62007,12,144,49,16
252,1,6.90575,25,625,49,17
252,2,6.90575,26,676,47,17
252,3,7.54961,27,729,49,17
252,4,7.6009,28,784,48,17
252,5,7.67322,29,841,49,17
252,6,7.6009,30,900,48,17
252,7,7.69621,31,961,47,17
253,1,6.23832,7,49,49,12
253,2,6.49224,8,64,32,12
253,3,6.52209,9,81,49,12
253,4,6.58617,10,100,49,12
253,5,6.80239,11,121,34,12
253,6,6.85646,12,144,49,12
253,7,6.95655,13,169,49,12
254,1,6.22654,33,1089,48,12
254,2,6.30992,34,1156,48,12
254,3,6.39693,35,1225,47,12
254,4,6.52942,36,1296,48,12
254,5,6.61204,37,1369,48,12
254,6,6.70441,38,1444,48,12
254,7,6.72623,39,1521,24,12
255,1,6.05209,3,9,48,12
255,2,6.01616,4,16,11,12
255,3,6.27852,5,25,37,12
255,4,6.36819,6,36,50,12
255,5,6.45834,7,49,40,12
255,6,6.56244,8,64,47,12
255,7,6.63068,9,81,50,12
256,1,6.23048,5,25,16,16
256,2,6.35437,6,36,39,16
256,3,6.49979,7,49,50,16
256,4,6.68461,8,64,50,16
256,5,6.98008,9,81,50,16
256,6,7.00307,10,100,49,16
256,7,7.09008,11,121,48,16
257,1,6.64379,32,1024,47,12
257,2,6.74406,33,1089,47,12
257,3,6.79906,34,1156,47,12
257,4,6.89366,35,1225,47,12
257,5,7.02731,36,1296,47,12
257,6,7.06476,37,1369,47,12
257,7,7.20042,38,1444,47,12
258,1,6.51175,25,625,42,17
258,2,6.49527,26,676,45,17
258,3,6.63726,27,729,47,17
258,4,6.63857,28,784,46,17
258,5,6.69456,29,841,44,17
258,6,6.69827,30,900,51,17
258,7,6.99393,31,961,45,17
259,1,5.85793,10,100,49,10
259,2,5.85793,11,121,51,10
259,3,6.21461,12,144,28,10
259,4,6.18415,13,169,50,10
259,5,6.23441,14,196,51,10
259,6,6.18415,15,225,50,10
259,7,6.16752,16,256,52,10
260,1,6.55108,10,100,49,12
260,2,6.63332,11,121,50,12
260,3,6.74524,12,144,49,12
260,4,6.95655,13,169,49,12
260,5,7.02554,14,196,48,12
260,6,7.1507,15,225,48,12
260,7,7.31322,16,256,49,12
261,1,6.31716,16,256,37,10
261,2,6.3613,17,289,50,10
261,3,6.42972,18,324,49,10
261,4,6.73102,19,361,37,10
261,5,6.81014,20,400,47,10
261,6,6.95177,21,441,45,10
261,7,6.9256,22,484,49,10
262,1,6.83841,12,144,49,16
262,2,6.85224,13,169,49,16
262,3,6.91175,14,196,48,16
262,4,6.91175,15,225,49,16
262,5,7.31122,16,256,49,16
262,6,7.18917,17,289,50,16
262,7,7.37776,18,324,49,16
263,1,6.10925,10,100,37,12
263,2,6.20456,11,121,33,12
263,3,6.37161,12,144,43,12
263,4,6.39693,13,169,46,12
263,5,6.55108,14,196,48,12
263,6,6.60259,15,225,49,12
263,7,6.62007,16,256,48,12
264,1,6.30992,3,9,48,16
264,2,6.29157,4,16,35,16
264,3,6.30992,5,25,40,16
264,4,6.65286,6,36,36,16
264,5,6.62007,7,49,28,16
264,6,6.57228,8,64,51,16
264,7,7.04752,9,81,50,16
265,1,6.67834,15,225,49,12
265,2,6.75227,16,256,45,12
265,3,6.84162,17,289,48,12
265,4,6.95655,18,324,49,12
265,5,7.00307,19,361,47,12
265,6,7.15462,20,400,48,12
265,7,7.21524,21,441,47,12
266,1,6.90575,21,441,44,17
266,2,6.90575,22,484,41,17
266,3,7.02997,23,529,43,17
266,4,7.09008,24,576,41,17
266,5,7.20786,25,625,44,17
266,6,7.26193,26,676,43,17
266,7,7.27932,27,729,42,17
267,1,6.55962,14,196,49,12
267,2,6.60123,15,225,49,12
267,3,6.73221,16,256,49,12
267,4,6.79122,17,289,48,12
267,5,6.90776,18,324,48,12
267,6,7.00307,19,361,47,12
267,7,7.09008,20,400,46,12
268,1,5.89715,8,64,51,14
268,2,6.07993,9,81,51,14
268,3,5.98141,10,100,51,14
268,4,6.33328,11,121,50,14
268,5,6.27476,12,144,51,14
268,6,6.20456,13,169,52,14
268,7,6.58617,14,196,51,14
269,1,6.44572,21,441,50,9
269,2,6.74524,22,484,50,9
269,3,6.81892,23,529,52,9
269,4,6.85646,24,576,51,9
269,5,7.00307,25,625,51,9
269,6,7.09008,26,676,49,9
269,7,7.20786,27,729,50,9
270,1,6.90575,21,441,51,16
270,2,6.90575,22,484,49,16
270,3,7.91936,23,529,47,16
270,4,8.13153,24,576,47,16
270,5,8.0229,25,625,47,16
270,6,7.92516,26,676,47,16
270,7,7.84502,27,729,47,16
271,1,6.4892,7,49,50,16
271,2,6.5582,8,64,50,16
271,3,6.57786,9,81,50,16
271,4,6.68461,10,100,50,16
271,5,6.39693,11,121,50,16
271,6,7.09008,12,144,50,16
271,7,6.86693,13,169,50,16
272,1,6.35437,6,36,49,16
272,2,6.44572,7,49,49,16
272,3,6.80239,8,64,51,16
272,4,6.80239,9,81,49,16
272,5,6.90776,10,100,49,16
272,6,6.96602,11,121,50,16
272,7,7.09008,12,144,50,16
273,1,6.31173,24,576,50,12
273,2,6.54535,25,625,40,12
273,3,6.56386,26,676,50,12
273,4,6.632,27,729,47,12
273,5,6.80239,28,784,48,12
273,6,6.84162,29,841,48,12
273,7,6.8977,30,900,46,12
274,1,6.64249,14,196,49,17
274,2,6.75344,15,225,48,17
274,3,6.81783,16,256,49,17
274,4,6.91473,17,289,48,17
274,5,6.95655,18,324,49,17
274,6,7.01571,19,361,48,17
274,7,7.09423,20,400,48,17
275,1,6.21461,1,1,30,17
275,2,6.17379,2,4,50,17
275,3,6.35437,3,9,50,17
275,4,6.55108,4,16,50,17
275,5,6.45362,5,25,50,17
275,6,6.21461,6,36,50,17
275,7,7.82405,7,49,49,17
276,1,6.55251,4,16,51,12
276,2,6.62007,5,25,52,12
276,3,6.68461,6,36,51,12
276,4,6.72383,7,49,43,12
276,5,6.82437,8,64,50,12
276,6,6.95655,9,81,48,12
276,7,7.00307,10,100,49,12
277,1,6.42162,33,1089,47,8
277,2,6.4892,34,1156,48,8
277,3,6.72022,35,1225,46,8
277,4,6.76964,36,1296,47,8
277,5,6.80239,37,1369,47,8
277,6,6.8773,38,1444,47,8
277,7,6.99577,39,1521,47,8
278,1,6.90575,7,49,51,15
278,2,6.90575,8,64,49,15
278,3,7.17012,9,81,49,15
278,4,7.28276,10,100,49,15
278,5,7.36201,11,121,48,15
278,6,7.33498,12,144,50,15
278,7,7.47534,13,169,48,15
279,1,6.57368,15,225,50,12
279,2,6.6796,16,256,48,12
279,3,6.85857,17,289,49,12
279,4,6.84268,18,324,49,12
279,5,6.96791,19,361,49,12
279,6,7.1309,20,400,49,12
279,7,7.18992,21,441,49,12
280,1,6.05209,29,841,52,13
280,2,6.05209,30,900,46,13
280,3,6.10925,31,961,51,13
280,4,6.21461,32,1024,49,13
280,5,6.2634,33,1089,48,13
280,6,6.2634,34,1156,47,13
280,7,6.30992,35,1225,50,13
281,1,6.53088,5,25,36,12
281,2,6.55962,6,36,50,12
281,3,6.58064,7,49,49,12
281,4,6.72383,8,64,50,12
281,5,6.87626,9,81,50,12
281,6,6.97541,10,100,50,12
281,7,7.00307,11,121,49,12
282,1,6.74524,18,324,48,17
282,2,6.74524,19,361,48,17
282,3,6.81344,20,400,49,17
282,4,6.85118,21,441,49,17
282,5,7.02554,22,484,48,17
282,6,7.09008,23,529,45,17
282,7,7.27932,24,576,48,17
283,1,6.90575,44,1936,50,9
283,2,6.21461,45,2025,51,9
283,3,7.1309,46,2116,50,9
283,4,6.90776,47,2209,50,9
283,5,7.31322,48,2304,50,9
283,6,7.46737,49,2401,49,9
283,7,7.31322,50,2500,49,9
284,1,6.44413,29,841,49,12
284,2,6.45362,30,900,46,12
284,3,6.52062,31,961,49,12
284,4,6.72743,32,1024,48,12
284,5,6.59167,33,1089,49,12
284,6,6.73815,34,1156,49,12
284,7,6.77422,35,1225,48,12
285,1,6.48311,5,25,49,12
285,2,6.53233,6,36,47,12
285,3,6.75227,7,49,49,12
285,4,6.80017,8,64,49,12
285,5,6.75926,9,81,48,12
285,6,6.96885,10,100,48,12
285,7,6.90975,11,121,48,12
286,1,5.99146,11,121,47,10
286,2,6.38012,12,144,48,10
286,3,6.56526,13,169,48,10
286,4,6.7334,14,196,49,10
286,5,6.74524,15,225,48,10
286,6,6.84588,16,256,48,10
286,7,6.74524,17,289,46,10
287,1,6.50429,15,225,41,10
287,2,6.47389,16,256,42,10
287,3,6.56386,17,289,47,10
287,4,6.7511,18,324,47,10
287,5,6.88755,19,361,48,10
287,6,6.99485,20,400,38,10
287,7,7.08423,21,441,40,10
288,1,6.86485,13,169,49,12
288,2,6.90575,14,196,49,12
288,3,7.02554,15,225,49,12
288,4,7.1507,16,256,49,12
288,5,7.24423,17,289,49,12
288,6,6.9594,18,324,47,12
288,7,7.44132,19,361,46,12
289,1,6.90575,28,784,50,16
289,2,6.90575,29,841,50,16
289,3,7.46737,30,900,49,16
289,4,7.69621,31,961,49,16
289,5,7.6009,32,1024,49,16
289,6,7.91936,33,1089,49,16
289,7,7.91936,34,1156,48,16
290,1,6.28786,4,16,50,13
290,2,6.20456,5,25,49,13
290,3,6.24417,6,36,51,13
290,4,6.32794,7,49,50,13
290,5,6.53669,8,64,50,13
290,6,6.55108,9,81,49,13
290,7,6.62007,10,100,49,13
291,1,6.80239,36,1296,49,12
291,2,6.82979,37,1369,46,12
291,3,6.98472,38,1444,50,12
291,4,7.00307,39,1521,49,12
291,5,6.70808,40,1600,48,12
291,6,6.9613,41,1681,47,12
291,7,6.96035,42,1764,47,12
292,1,6.61607,27,729,48,12
292,2,6.57647,28,784,48,12
292,3,6.68461,29,841,47,12
292,4,6.74288,30,900,47,12
292,5,7.03615,31,961,48,12
292,6,7.02465,32,1024,47,12
292,7,7.22621,33,1089,48,12
293,1,6.06611,10,100,30,12
293,2,6.18826,11,121,50,12
293,3,6.31173,12,144,50,12
293,4,6.55678,13,169,50,12
293,5,6.55393,14,196,50,12
293,6,6.75227,15,225,50,12
293,7,6.92166,16,256,50,12
294,1,6.19644,16,256,49,12
294,2,6.2653,17,289,48,12
294,3,6.36475,18,324,41,12
294,4,6.43935,19,361,49,12
294,5,6.54391,20,400,47,12
294,6,6.61473,21,441,48,12
294,7,6.71659,22,484,47,12
295,1,6.33328,22,484,48,12
295,2,6.61473,23,529,48,12
295,3,6.73459,24,576,48,12
295,4,6.77422,25,625,46,12
295,5,6.86485,26,676,47,12
295,6,6.97073,27,729,47,12
295,7,7.04752,28,784,47,12
296,1,6.44572,30,900,50,8
296,2,6.33328,31,961,47,8
296,3,6.39693,32,1024,48,8
296,4,6.48158,33,1089,48,8
296,5,6.59167,34,1156,39,8
296,6,6.59304,35,1225,50,8
296,7,6.77878,36,1296,50,8
297,1,6.42972,12,144,49,12
297,2,6.43133,13,169,48,12
297,3,6.59441,14,196,34,12
297,4,6.71174,15,225,47,12
297,5,6.74524,16,256,48,12
297,6,6.8773,17,289,47,12
297,7,6.80239,18,324,48,12
298,1,6.49224,11,121,50,12
298,2,6.21461,12,144,50,12
298,3,6.72743,13,169,50,12
298,4,6.66568,14,196,49,12
298,5,6.30992,15,225,48,12
298,6,6.21461,16,256,50,12
298,7,6.21461,17,289,50,12
299,1,6.30992,35,1225,49,16
299,2,6.30992,36,1296,50,16
299,3,6.30992,37,1369,49,16
299,4,6.30992,38,1444,50,16
299,5,6.55108,39,1521,50,16
299,6,6.62007,40,1600,50,16
299,7,6.74524,41,1681,50,16
300,1,6.14633,33,1089,51,12
300,2,6.25383,34,1156,51,12
300,3,6.30992,35,1225,51,12
300,4,6.35089,36,1296,47,12
300,5,6.46147,37,1369,49,12
300,6,6.50279,38,1444,47,12
300,7,6.59715,39,1521,47,12
301,1,6.53669,9,81,49,14
301,2,6.55108,10,100,49,14
301,3,6.65929,11,121,49,14
301,4,6.82979,12,144,48,14
301,5,6.85646,13,169,46,14
301,6,6.95655,14,196,46,14
301,7,7.1309,15,225,48,14
302,1,6.22456,11,121,36,17
302,2,6.30992,12,144,36,17
302,3,6.47697,13,169,37,17
302,4,6.67834,14,196,38,17
302,5,6.77992,15,225,35,17
302,6,6.80461,16,256,35,17
302,7,6.85646,17,289,36,17
303,1,5.75257,2,4,50,13
303,2,5.85793,3,9,50,13
303,3,6.07535,4,16,49,13
303,4,8.51719,5,25,49,13
303,5,6.51471,6,36,51,13
303,6,6.58617,7,49,49,13
303,7,6.70319,8,64,48,13
304,1,6.16331,11,121,50,9
304,2,6.2634,12,144,51,9
304,3,6.35437,13,169,51,9
304,4,6.43775,14,196,51,9
304,5,6.47697,15,225,51,9
304,6,6.55108,16,256,51,9
304,7,6.40853,17,289,51,9
305,1,6.90575,18,324,50,16
305,2,6.90575,19,361,49,16
305,3,7.25134,20,400,49,16
305,4,7.25134,21,441,49,16
305,5,6.90776,22,484,50,16
305,6,7.23634,23,529,47,16
305,7,7.2724,24,576,48,16
306,1,6.49527,18,324,50,12
306,2,6.60394,19,361,50,12
306,3,6.70073,20,400,50,12
306,4,6.58617,21,441,49,12
306,5,6.41836,22,484,49,12
306,6,6.21461,23,529,49,12
306,7,6.62007,24,576,49,12
307,1,6.45047,3,9,47,8
307,2,6.67203,4,16,52,8
307,3,6.56386,5,25,50,8
307,4,6.60665,6,36,47,8
307,5,6.83518,7,49,49,8
307,6,6.86171,8,64,47,8
307,7,7.06987,9,81,51,8
308,1,6.48158,27,729,46,11
308,2,6.55393,28,784,48,11
308,3,6.61874,29,841,46,11
308,4,6.75693,30,900,46,11
308,5,6.87626,31,961,46,11
308,6,6.99026,32,1024,40,11
308,7,7.07496,33,1089,42,11
309,1,6.00389,18,324,48,9
309,2,6.10925,19,361,44,9
309,3,6.23441,20,400,41,9
309,4,6.03548,21,441,33,9
309,5,6.11589,22,484,51,9
309,6,6.19441,23,529,38,9
309,7,6.27099,24,576,51,9
310,1,6.3315,13,169,50,12
310,2,6.39359,14,196,49,12
310,3,6.48464,15,225,36,12
310,4,6.56948,16,256,49,12
310,5,6.70319,17,289,49,12
310,6,6.7901,18,324,49,12
310,7,6.87626,19,361,48,12
311,1,6.41182,5,25,50,12
311,2,6.56526,6,36,50,12
311,3,6.59987,7,49,33,12
311,4,6.69084,8,64,49,12
311,5,6.84055,9,81,49,12
311,6,6.93731,10,100,42,12
311,7,7.03615,11,121,49,12
312,1,6.57508,14,196,36,14
312,2,6.65157,15,225,49,14
312,3,6.75577,16,256,47,14
312,4,6.84055,17,289,49,14
312,5,6.90675,18,324,48,14
312,6,6.68336,19,361,49,14
312,7,7.06133,20,400,49,14
313,1,6.22258,8,64,50,16
313,2,6.34564,9,81,50,16
313,3,6.42972,10,100,50,16
313,4,6.49224,11,121,49,16
313,5,6.63595,12,144,48,16
313,6,6.65929,13,169,48,16
313,7,7.1309,14,196,46,16
314,1,6.30262,10,100,49,12
314,2,6.35611,11,121,50,12
314,3,6.4151,12,144,44,12
314,4,6.49224,13,169,50,12
314,5,6.62407,14,196,50,12
314,6,6.79571,15,225,49,12
314,7,6.97541,16,256,50,12
315,1,5.70711,10,100,36,17
315,2,6.39693,11,121,47,17
315,3,6.39693,12,144,36,17
315,4,6.63463,13,169,47,17
315,5,6.62007,14,196,48,17
315,6,6.68461,15,225,38,17
315,7,6.82979,16,256,48,17
316,1,6.90575,30,900,51,17
316,2,6.90575,31,961,52,17
316,3,7.67322,32,1024,49,17
316,4,7.75148,33,1089,50,17
316,5,7.81883,34,1156,49,17
316,6,7.6009,35,1225,50,17
316,7,7.90397,36,1296,50,17
317,1,5.99146,12,144,43,12
317,2,5.90263,13,169,51,12
317,3,6.55108,14,196,35,12
317,4,6.49979,15,225,36,12
317,5,6.21461,16,256,50,12
317,6,6.68461,17,289,48,12
317,7,6.21461,18,324,26,12
318,1,6.35437,10,100,38,15
318,2,6.47697,11,121,49,15
318,3,6.74524,12,144,52,15
318,4,6.55108,13,169,48,15
318,5,6.80239,14,196,27,15
318,6,6.57925,15,225,50,15
318,7,6.90776,16,256,49,15
319,1,6.50129,24,576,47,12
319,2,6.57368,25,625,47,12
319,3,6.65544,26,676,44,12
319,4,6.75344,27,729,47,12
319,5,6.84801,28,784,47,12
319,6,6.94312,29,841,47,12
319,7,7.03527,30,900,40,12
320,1,6.09131,20,400,50,6
320,2,6.23637,21,441,48,6
320,3,6.27099,22,484,50,6
320,4,6.47697,23,529,50,6
320,5,6.59578,24,576,46,6
320,6,6.44572,25,625,51,6
320,7,6.77992,26,676,46,6
321,1,6.04025,6,36,49,12
321,2,6.20658,7,49,50,12
321,3,6.27288,8,64,50,12
321,4,6.39693,9,81,50,12
321,5,6.4708,10,100,50,12
321,6,6.54535,11,121,48,12
321,7,6.68211,12,144,49,12
322,1,6.68711,13,169,48,12
322,2,6.74524,14,196,50,12
322,3,6.85646,15,225,48,12
322,4,6.95655,16,256,47,12
322,5,7.04752,17,289,48,12
322,6,7.0934,18,324,48,12
322,7,7.1309,19,361,47,12
323,1,6.55108,12,144,49,16
323,2,6.55108,13,169,49,16
323,3,6.80239,14,196,50,16
323,4,6.85646,15,225,49,16
323,5,6.86693,16,256,50,16
323,6,7.00307,17,289,46,16
323,7,7.1309,18,324,47,16
324,1,6.18826,3,9,33,14
324,2,6.60665,4,16,50,14
324,3,6.68461,5,25,37,14
324,4,6.76849,6,36,42,14
324,5,6.86066,7,49,32,14
324,6,6.96602,8,64,47,14
324,7,7.00307,9,81,48,14
325,1,6.2634,35,1225,50,15
325,2,6.29157,36,1296,50,15
325,3,6.39693,37,1369,50,15
325,4,6.39693,38,1444,50,15
325,5,6.57786,39,1521,50,15
325,6,6.62007,40,1600,50,15
325,7,6.68461,41,1681,50,15
326,1,6.55108,22,484,48,12
326,2,6.68461,23,529,47,12
326,3,6.55108,24,576,47,12
326,4,6.82871,25,625,47,12
326,5,6.80239,26,676,47,12
326,6,7.13648,27,729,47,12
326,7,7.18311,28,784,47,12
327,1,5.93225,10,100,39,12
327,2,6.19644,11,121,39,12
327,3,6.23637,12,144,41,12
327,4,6.30992,13,169,37,12
327,5,6.44254,14,196,37,12
327,6,6.10925,15,225,36,12
327,7,6.21461,16,256,36,12
328,1,6.62007,31,961,48,10
328,2,6.68461,32,1024,48,10
328,3,6.7334,33,1089,48,10
328,4,6.81892,34,1156,49,10
328,5,6.87213,35,1225,48,10
328,6,6.96602,36,1296,50,10
328,7,7.04316,37,1369,49,10
329,1,6.42162,38,1444,49,15
329,2,6.47697,39,1521,48,15
329,3,6.55108,40,1600,48,15
329,4,6.68461,41,1681,48,15
329,5,6.68461,42,1764,48,15
329,6,6.80239,43,1849,48,15
329,7,6.90776,44,1936,48,15
330,1,6.75926,35,1225,45,17
330,2,6.81344,36,1296,36,17
330,3,6.86693,37,1369,36,17
330,4,6.85118,38,1444,35,17
330,5,6.9489,39,1521,35,17
330,6,7.06476,40,1600,35,17
330,7,7.11477,41,1681,36,17
331,1,6.88959,38,1444,46,11
331,2,6.90575,39,1521,49,11
331,3,6.90776,40,1600,43,11
331,4,7.00307,41,1681,48,11
331,5,7.1309,42,1764,47,11
331,6,7.10824,43,1849,48,11
331,7,7.09008,44,1936,47,11
332,1,5.61313,36,1296,30,12
332,2,5.82008,37,1369,48,12
332,3,5.76205,38,1444,49,12
332,4,5.8999,39,1521,46,12
332,5,5.95842,40,1600,47,12
332,6,6.17379,41,1681,46,12
332,7,6.10256,42,1764,48,12
333,1,6.44572,6,36,49,12
333,2,6.62007,7,49,47,12
333,3,6.59987,8,64,50,12
333,4,6.63332,9,81,46,12
333,5,6.83518,10,100,48,12
333,6,6.99942,11,121,48,12
333,7,6.90776,12,144,48,12
334,1,6.33328,35,1225,50,5
334,2,5.85793,36,1296,51,5
334,3,6.39526,37,1369,51,5
334,4,6.10925,38,1444,50,5
334,5,6.10925,39,1521,43,5
334,6,6.10925,40,1600,51,5
334,7,6.39693,41,1681,49,5
335,1,6.39526,24,576,42,16
335,2,6.43615,25,625,50,16
335,3,6.49224,26,676,47,16
335,4,6.73102,27,729,45,16
335,5,6.74524,28,784,49,16
335,6,7.04229,29,841,46,16
335,7,7.09008,30,900,48,16
336,1,6.30992,28,784,50,14
336,2,6.53669,29,841,49,14
336,3,6.46147,30,900,50,14
336,4,6.57925,31,961,48,14
336,5,6.8977,32,1024,52,14
336,6,6.42487,33,1089,50,14
336,7,6.91473,34,1156,47,14
337,1,6.65286,4,16,49,12
337,2,6.77422,5,25,52,12
337,3,6.90776,6,36,52,12
337,4,6.96885,7,49,50,12
337,5,6.96224,8,64,51,12
337,6,7.10824,9,81,50,12
337,7,7.39326,10,100,50,12
338,1,5.98645,9,81,49,12
338,2,5.95584,10,100,49,12
338,3,6.18415,11,121,49,12
338,4,6.19236,12,144,48,12
338,5,6.62539,13,169,47,12
338,6,6.62007,14,196,47,12
338,7,6.80239,15,225,47,12
339,1,5.88332,9,81,51,12
339,2,5.8861,10,100,50,12
339,3,5.93489,11,121,49,12
339,4,6.07993,12,144,48,12
339,5,6.07993,13,169,49,12
339,6,6.08222,14,196,47,12
339,7,6.2634,15,225,48,12
340,1,6.57647,28,784,23,12
340,2,6.66441,29,841,42,12
340,3,6.73697,30,900,47,12
340,4,6.80793,31,961,47,12
340,5,6.80793,32,1024,47,12
340,6,6.91771,33,1089,47,12
340,7,7.04141,34,1156,47,12
341,1,6.90575,7,49,48,17
341,2,6.90575,8,64,48,17
341,3,7.24566,9,81,49,17
341,4,7.37776,10,100,48,17
341,5,7.47307,11,121,49,17
341,6,7.57558,12,144,48,17
341,7,7.67322,13,169,49,17
342,1,6.4552,31,961,48,9
342,2,6.5582,32,1024,48,9
342,3,6.66313,33,1089,47,9
342,4,6.84588,34,1156,48,9
342,5,6.9256,35,1225,48,9
342,6,7.13648,36,1296,48,9
342,7,7.27031,37,1369,47,9
343,1,6.90575,27,729,45,12
343,2,6.90575,28,784,47,12
343,3,7.18539,29,841,46,12
343,4,7.24423,30,900,46,12
343,5,7.31122,31,961,46,12
343,6,7.37588,32,1024,45,12
343,7,7.19519,33,1089,43,12
344,1,6.90575,19,361,49,17
344,2,6.90575,20,400,46,17
344,3,7.6009,21,441,50,17
344,4,7.71869,22,484,47,17
344,5,7.74066,23,529,50,17
344,6,7.6009,24,576,49,17
344,7,7.6811,25,625,48,17
345,1,6.16331,17,289,49,11
345,2,6.30992,18,324,50,11
345,3,6.30445,19,361,50,11
345,4,6.62007,20,400,50,11
345,5,6.47697,21,441,49,11
345,6,6.55108,22,484,49,11
345,7,6.47697,23,529,49,11
346,1,6.90575,22,484,38,17
346,2,6.90575,23,529,44,17
346,3,6.57925,24,576,42,17
346,4,7.04752,25,625,37,17
346,5,7.09008,26,676,39,17
346,6,7.32251,27,729,36,17
346,7,7.31322,28,784,40,17
347,1,6.77422,18,324,38,17
347,2,6.88755,19,361,39,17
347,3,6.90776,20,400,36,17
347,4,6.96508,21,441,37,17
347,5,6.95655,22,484,39,17
347,6,7.19669,23,529,39,17
347,7,7.1309,24,576,36,17
348,1,6.90575,27,729,48,16
348,2,6.90575,28,784,47,16
348,3,7.84385,29,841,49,16
348,4,7.93737,30,900,48,16
348,5,8.10168,31,961,48,16
348,6,7.91936,32,1024,35,16
